Model,Best Val AUROC,Best Val AUPRC,Test AUROC,Test AUPRC,Final Train Loss
SetTransformer,1.0,1.0,0.9500000000000001,0.94375,0.22754202038049698
DeepSets,1.0,1.0,0.85,0.8354166666666667,0.38446276634931564
GraphSetConv,1.0,1.0,1.0,1.0,0.007422178058732243
